file,n_nodes,n_edges,density,avg_degree,diameter_lcc,aspl_lcc,avg_clustering,degree_entropy,node_label_entropy,edge_label_entropy,lap_num_unique_eigs,lap_spectral_entropy,adj_graph_energy,wl_hash,error
124_2_0.json,8.0,9.0,0.32142857142857145,2.25,3.0,1.8928571428571428,0.09583333333333333,1.9056390622295662,3.0,2.94770277922009,8.0,2.419530050321516,9.263229705433606,4ad6922aa81aeb0aa1c17dc8b62a8f31,
124_2_1.json,6.0,6.0,0.4,2.0,3.0,1.7333333333333334,0.25,1.7924812503605778,2.584962500721156,2.2516291673878226,6.0,1.943484867510966,6.485204316658384,1328a0e5bca3712bb88546cff33d44a2,
124_3_0.json,7.0,6.0,0.2857142857142857,1.7142857142857142,4.0,2.1904761904761907,0.0,1.3787834934861756,2.8073549220576046,2.584962500721156,7.0,2.1567616417912823,7.662987915037875,a756b577e38cd8d7c7a9d5467cb820bb,
124_4_0.json,,,,,,,,,,,,,,,'label'
124_5_0.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,1.584962500721156,4.0,1.3188798585163937,4.47213595499958,427407ec40931aa6494229425b32db4a,
125_0_1.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,-0.0,4.0,1.3188798585163939,4.47213595499958,e2a6d7f0f5b657c684c24b4837b6684f,
125_2_0.json,7.0,6.0,0.2857142857142857,1.7142857142857142,5.0,2.4761904761904763,0.0,1.4488156357251847,2.5216406363433186,1.4591479170272448,6.0,2.1972029148444197,7.7274066103125465,15c6c2f65c2e69d5ee0ef1d1e4f9060c,
126_0_2.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,21fe03ee26eb462b762a382d45f80da5,
126_1_0.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,eba988b3ecbffe4ab447ea811bcb7c63,
126_1_1.json,4.0,3.0,0.5,1.5,3.0,1.6666666666666667,0.0,1.0,2.0,1.584962500721156,4.0,1.3188798585163937,4.47213595499958,32bba0c89f6b62024ab1229eb07e4707,
126_2_0.json,8.0,9.0,0.32142857142857145,2.25,4.0,1.9285714285714286,0.0,1.4056390622295662,3.0,2.6416041678685933,8.0,2.5503125424140496,10.521220606059646,c1b3a07cb45d4eb0da8d63654244a38c,
126_3_0.json,5.0,4.0,0.4,1.6,3.0,1.8,0.0,1.3709505944546687,2.321928094887362,1.5,5.0,1.6384126382386341,5.226251859505506,d9047ec4d4cf271ce9a97438dfd9b15b,
126_4_1.json,,,,,,,,,,,,,,,'label'
126_4_3.json,4.0,3.0,0.5,1.5,2.0,1.5,0.0,0.8112781244591328,2.0,1.584962500721156,3.0,1.251629167387824,3.4641016151377544,b43c430f99d9012d81b4c303770c4022,
126_5_0.json,6.0,7.0,0.4666666666666667,2.3333333333333335,3.0,1.6666666666666667,0.0,1.4591479170272448,2.584962500721156,2.2359263506290326,5.0,2.1131218184035094,6.633249580710802,d2e342259cf7e6be8f41258decc991e1,
126_6_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,3727d07253fae5c96347b50efd3e611f,
127_0_0.json,6.0,5.0,0.3333333333333333,1.6666666666666667,4.0,2.066666666666667,0.0,1.4591479170272446,2.584962500721156,1.3709505944546687,6.0,1.941881192252294,6.898979485566356,39c3b5b76504ec5ddfb774091b7caf56,
127_1_0.json,4.0,3.0,0.5,1.5,2.0,1.5,0.0,0.8112781244591328,2.0,1.584962500721156,3.0,1.251629167387824,3.4641016151377544,6f9671b741245ff830d022b88ae8d0fe,
127_2_0.json,8.0,9.0,0.32142857142857145,2.25,4.0,2.0714285714285716,0.3333333333333333,1.9056390622295662,3.0,2.197159723424149,8.0,2.4171231931280297,9.219597129047187,cc946dbde82174e80f72b1a4ec64ff7f,
127_3_0.json,7.0,6.0,0.2857142857142857,1.7142857142857142,4.0,2.1904761904761907,0.0,1.3787834934861756,2.8073549220576046,2.2516291673878226,7.0,2.1567616417912836,7.662987915037877,6a4b8fcb09fa4f7eefdcf7a448157f5e,
128_0_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,59c90a2f95a3273f02199d8a399242f3,
129_0_0.json,9.0,8.0,0.2222222222222222,1.7777777777777777,5.0,2.6666666666666665,0.0,1.3516441151533922,3.169925001442312,2.0,8.0,2.5403019601234327,9.335326473284187,7c55121edcdc6d39758dd5526d664a3c,
129_1_2.json,6.0,5.0,0.3333333333333333,1.6666666666666667,3.0,1.8666666666666667,0.0,1.2516291673878228,2.584962500721156,2.321928094887362,5.0,1.8682999793257835,5.8186258223528196,8b78abcf116b459994959e4039622320,
129_2_0.json,5.0,6.0,0.6,2.4,2.0,1.4,0.3333333333333333,0.9709505944546686,2.321928094887362,1.4591479170272448,5.0,1.8738736419201734,6.340172973252068,e52391834b6c4e1eafba8c67e0d79053,
129_3_0.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,1.0,3.0,0.8112781244591327,2.8284271247461903,821771354c62fdfb88617ac39c092a54,
129_3_1.json,3.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.0,0.9182958340544896,1.584962500721156,-0.0,3.0,0.8112781244591334,2.8284271247461907,13eace2069ec7e144936461b79c7fda6,
129_4_2.json,5.0,4.0,0.4,1.6,3.0,1.8,0.0,1.3709505944546687,2.321928094887362,2.0,5.0,1.638412638238637,5.226251859505505,98e30af3ce81f559f7ac68cf16ada369,
12_0_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,aa1085668988d6f8ab05be67b0c68f69,
12_0_1.json,6.0,6.0,0.4,2.0,3.0,1.7333333333333334,0.0,1.4591479170272446,2.584962500721156,2.2516291673878226,6.0,2.0045978383050014,6.32455532033676,90dde06dd08752ed0564afac4c510fe3,
12_0_2.json,5.0,4.0,0.4,1.6,3.0,1.8,0.0,1.3709505944546687,2.321928094887362,1.5,5.0,1.6384126382386346,5.226251859505506,37759d11117bfe9d68fe36888f77de1a,
12_1_0.json,,,,,,,,,,,,,,,'label'
130_0_0.json,,,,,,,,,,,,,,,'label'
131_0_0.json,,,,,,,,,,,,,,,'label'
131_1_1.json,,,,,,,,,,,,,,,'label'
131_1_2.json,,,,,,,,,,,,,,,'label'
131_2_0.json,5.0,6.0,0.6,2.4,2.0,1.4,0.6,1.9219280948873623,2.321928094887362,2.2516291673878226,5.0,1.7841591278514217,6.040895836088439,fd02580c2fbd7505f55e35b8963e44f7,
132_0_0.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,3e7a0efcb5b243dc73a96a552dc1b4f4,
132_0_2.json,,,,,,,,,,,,,,,'label'
133_0_1.json,,,,,,,,,,,,,,,'label'
133_1_1.json,2.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.0,1.0,-0.0,2.0,-0.0,2.0,05717662696e848b5aae11e24ed16dd5,
133_1_4.json,,,,,,,,,,,,,,,'label'
134_0_0.json,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,1.0,0.0,0.0,59c90a2f95a3273f02199d8a399242f3,
